_id,Idjugador,nombre,apellido,nickname,codigopais,total-ganancias,juego,genero,Pais
65e49ccf58cb8e2f98fc6925,36882,Kyeon Bo,Kim,GodsB,KR,53293.7,Overwatch,First-Person Shooter,Korea
65e49ccf58cb8e2f98fc6926,5513,Joona,Sotala,Serral,FI,893336.55,Starcraft II,Strategy,Finland
65e49ccf58cb8e2f98fc6927,1126,Sung Choo,Cho,Maru,KR,886795.83,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6928,4070,Byung Ryul,Lee,Rogue,KR,883148.24,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6929,3620,Ryung Woo,Park,Dark,KR,794627.39,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc692a,2268,Shin Hyung,Lee,INnoVation,KR,762437,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc692b,2224,Tae Yang,Jun,TY,KR,673162.61,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc692c,2236,Dae Yeob,Kim,Stats,KR,631829.71,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc692d,2272,Yoo Jin,Kim,sOs,KR,628026.1,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc692e,3481,Yoon Su,Eu,soO,KR,616412.36,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc692f,4674,Sung Wook,Joo,Zest,KR,558114.07,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6930,3818,Alex,Sunderhaft,Neeb,US,523847.63,Starcraft II,Strategy,United States of America
65e49ccf58cb8e2f98fc6931,1000,Min Chul,Jang,MC,KR,509771.79,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6932,2271,Doh Woo,Kim,Classic,KR,479324.03,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6933,1429,Seung Hyun,Lee,Life,KR,475900.67,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6934,1003,Sung Hoon,Choi,Polt,KR,451943.24,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6935,1132,Lee Sak,Won,PartinG,KR,427239.54,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6936,1017,Hyun Woo,Byun,Byun,KR,415145.07,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6937,1007,Sung Won,Moon,MMA,KR,407169.17,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6938,1002,Jong Hyun,Jung,Mvp,KR,404994.83,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6939,2280,Sasha,Hostyn,Scarlett,CA,388919.99,Starcraft II,Strategy,Canada
65e49ccf58cb8e2f98fc693a,1175,Juan Carlos,Lopez,SpeCial,MX,377144.16,Starcraft II,Strategy,Mexico
65e49ccf58cb8e2f98fc693b,1257,Jens,Aasgaard,Snute,NO,372788.71,Starcraft II,Strategy,Norway
65e49ccf58cb8e2f98fc693c,1227,Artur,Bloch,Nerchio,PL,371725.19,Starcraft II,Strategy,Poland
65e49ccf58cb8e2f98fc693d,3657,Min Soo,Kang,Solar,KR,363307.59,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc693e,3042,Joon Ho,Kim,herO,KR,341093.28,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc693f,1158,Ilyes,Satouri,Stephano,FR,304291.61,Starcraft II,Strategy,France
65e49ccf58cb8e2f98fc6940,1061,Young Suh,Yoon,TaeJa,KR,303679.63,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6941,15015,Riccardo,Romiti,Reynor,IT,298622.85,Starcraft II,Strategy,Italy
65e49ccf58cb8e2f98fc6942,1057,Soo Ho,Park,DongRaeGu,KR,289675.08,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6943,1025,Dong Nyung,Lee,Leenock,KR,288257.14,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6944,1001,Jae Duk,Lim,NesTea,KR,288225.07,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6945,3811,Tobias,Sieber,ShoWTimE,DE,282135.93,Starcraft II,Strategy,Germany
65e49ccf58cb8e2f98fc6946,3435,Sung Ho,Cho,Trap,KR,280334.78,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6947,1030,Ji Sung,Choi,Bomber,KR,265914.84,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6948,11418,Mikołaj,Ogonowski,Elazer,PL,264095.3,Starcraft II,Strategy,Poland
65e49ccf58cb8e2f98fc6949,1086,Hyeon Deok,Song,HerO,KR,261892.87,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc694a,2274,Dong Jun,Baek,Dear,KR,243027.72,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc694b,3041,Yoon Jong,Jung,Rain,KR,236690.51,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc694c,1426,Seok Hyun,Ko,HyuN,KR,233783.91,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc694d,1064,Byung Jae,Koh,GuMiho,KR,227008.15,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc694e,1507,Jae Dong,Lee,Jaedong,KR,224833.53,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc694f,1225,Grzegorz,Komincz,MaNa,PL,218911.98,Starcraft II,Strategy,Poland
65e49ccf58cb8e2f98fc6950,1004,Jung Hoon,Lee,MarineKing,KR,212397.14,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6951,1033,Lee Seok,Han,aLive,KR,204079.55,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6952,3651,Tae Su,Bang,True,KR,189776.99,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6953,19597,Peinan,Li,TIME,CN,184811.62,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc6954,1052,Dong Hwan,Kim,viOLet,KR,183568.96,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6955,1094,Johan,Lucchesi,NaNiwa,SE,177659.71,Starcraft II,Strategy,Sweden
65e49ccf58cb8e2f98fc6956,7995,Zhou,Hang,iAsonu,CN,172891.85,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc6957,3518,Gabriel,Segat,HeRoMaRinE,DE,167442.47,Starcraft II,Strategy,Germany
65e49ccf58cb8e2f98fc6958,6180,Diego,Schwimer,Kelazhur,BR,158091.74,Starcraft II,Strategy,Brazil
65e49ccf58cb8e2f98fc6959,4977,Ji Hyun,Jo,Patience,KR,155836.32,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc695a,2230,Min Chul,Kim,Soulkey,KR,153116.49,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc695b,2620,Marc,Schlappi,uThermal,NL,150578.81,Starcraft II,Strategy,Netherlands
65e49ccf58cb8e2f98fc695c,7999,Doh Wook,Kim,Cure,KR,149003.23,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc695d,1020,Chris,Loranger,HuK,CA,148758.87,Starcraft II,Strategy,Canada
65e49ccf58cb8e2f98fc695e,5420,Yu Feng,Ke,Has,TW,148558.05,Starcraft II,Strategy,Taiwan
65e49ccf58cb8e2f98fc695f,2221,Dong Won,Shin,Hydra,KR,147459.89,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6960,1129,Ji Soo,Park,fOrGG,KR,147378.95,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6961,1174,Ho Joon,Lee,PuMa,KR,143862.24,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6962,2775,Hui Ming,Huang,TooDming,CN,142369.56,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc6963,1080,Hyun Woo,Jang,Creator,KR,141938.84,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6964,1076,Chia Cheng,Yang,Sen,TW,141662.54,Starcraft II,Strategy,Taiwan
65e49ccf58cb8e2f98fc6965,1239,Lei,Wang,XiGua,CN,134300.51,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc6966,1024,Hoon Jung,Ji,Jjakji,KR,133917.25,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6967,3742,Maru,Kim,MaSa,CA,132306.1,Starcraft II,Strategy,Canada
65e49ccf58cb8e2f98fc6968,8570,Théo,Freydière,PtitDrogo,FR,130550.93,Starcraft II,Strategy,France
65e49ccf58cb8e2f98fc6969,1285,Aleksandr,Svusuyk,Bly,UA,127688.41,Starcraft II,Strategy,Ukraine
65e49ccf58cb8e2f98fc696a,1236,Jin,Hui Cao,Jim,CN,125173.05,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc696b,1165,Dario,Wünsch,TLO,DE,115102.67,Starcraft II,Strategy,Germany
65e49ccf58cb8e2f98fc696c,3616,Ji Won,Han,ByuL,KR,114416.73,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc696d,1009,Kang Ho,Hwang,LosirA,KR,114305.31,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc696e,3521,Seok Hee,Son,StarDust,KR,111579.95,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc696f,1430,Xiang,Hu,MacSed,CN,111540.17,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc6970,3613,Kevin,de Koning,Harstem,NL,109736.18,Starcraft II,Strategy,Netherlands
65e49ccf58cb8e2f98fc6971,1011,Cho-Won,Kang,san,KR,109440.09,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6972,1029,Dong Won,Kim,Ryung,KR,108009.18,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6973,1081,Joong Hyuk,Cho,Dream,KR,103798.04,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6974,1037,Won Ki,Kim,FruitDealer,KR,102860.5,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6975,1123,Marcus,Eklöf,ThorZaIN,SE,102682.9,Starcraft II,Strategy,Sweden
65e49ccf58cb8e2f98fc6976,1280,Juan,Moreno Durán,VortiX,ES,100271.58,Starcraft II,Strategy,Spain
65e49ccf58cb8e2f98fc6977,4712,Joon Hyuk,Kim,Impact,KR,97741.11,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6978,7891,Julian,Brosig,Lambo,DE,96604.3,Starcraft II,Strategy,Germany
65e49ccf58cb8e2f98fc6979,3655,Ki Woong,Nam,Hurricane,KR,96034.27,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc697a,1034,Joon Sik,Yang,Alicia,KR,94907.1,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc697b,1135,Dong Hyun,Kang,Symbol,KR,94856.43,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc697c,3441,Hee Bum,Shin,RagnaroK,KR,93903.11,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc697d,1036,Kyo Seok,Hwang,KeeN,KR,93866.46,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc697e,1018,Min Soo,Jung,Genius,KR,93775.14,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc697f,1070,Hyun Woo,Park,Squirtle,KR,92282.22,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6980,7992,David,Moschetto,Lilbow,FR,91850.98,Starcraft II,Strategy,France
65e49ccf58cb8e2f98fc6981,14540,Huang,Min,Cyan,CN,90452.98,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc6982,1505,Young Ho,Lee,Flash,KR,90152.64,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6983,2890,Hyun Woo,Kang,First,KR,89725.4,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6984,4574,Alexis,Eusebio,MarineLorD,FR,86634.27,Starcraft II,Strategy,France
65e49ccf58cb8e2f98fc6985,1233,Dennis,Schneider,HasuObs,DE,84794.99,Starcraft II,Strategy,Germany
65e49ccf58cb8e2f98fc6986,3091,Patrick,Brix,Bunny,DK,84195.98,Starcraft II,Strategy,Denmark
65e49ccf58cb8e2f98fc6987,1082,Byung Hyun,Choi,YoDa,KR,84119.07,Starcraft II,Strategy,Korea
65e49ccf58cb8e2f98fc6988,2795,Rickard,Bergman,SortOf,SE,83622.52,Starcraft II,Strategy,Sweden
65e49ccf58cb8e2f98fc6989,2833,Yao,Xiang,XY,CN,81795.94,Starcraft II,Strategy,China
65e49ccf58cb8e2f98fc698a,19968,Won Ho,Jeong,KyoCha,KR,464560.82,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc698b,18570,Jung Hyeog,Lee,sake,KR,462790.78,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc698c,15718,Jae Won,Lee,Rich,KR,427923.28,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc698d,18568,Jin Woo,Im,Reset,KR,360093.52,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc698e,15724,Woon Sung,Kang,Ttsst,KR,353715.98,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc698f,17549,Jonathan,Gunnarsson,Wubby,SE,264826.14,Heroes of the Storm,Multiplayer Online Battle Arena,Sweden
65e49ccf58cb8e2f98fc6990,1014,Seung Chul,Kim,sCsC,KR,239311.62,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc6991,15602,Joshua,Bennett,Snitch,GB,238798.57,Heroes of the Storm,Multiplayer Online Battle Arena,United Kingdom of Great Britain & Northern Ireland
65e49ccf58cb8e2f98fc6992,16241,Jérome,Trinh,JayPL,FR,229170.87,Heroes of the Storm,Multiplayer Online Battle Arena,France
65e49ccf58cb8e2f98fc6993,21221,Ji Hoon,Yoon,Sign,KR,211104.46,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc6994,23618,Jeong Ha,Lee,Jeongha,KR,200447.42,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc6995,15751,Simon,Svensson,Schwimpi,SE,191647.23,Heroes of the Storm,Multiplayer Online Battle Arena,Sweden
65e49ccf58cb8e2f98fc6996,15748,Pontus,Sjogren,Breez,SE,187978.31,Heroes of the Storm,Multiplayer Online Battle Arena,Sweden
65e49ccf58cb8e2f98fc6997,18573,Tae Jun,Lee,merryday,KR,184790.78,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc6998,22236,Filip,Liljeström,Smexystyle,SE,184411.26,Heroes of the Storm,Multiplayer Online Battle Arena,Sweden
65e49ccf58cb8e2f98fc6999,11920,Dob,Engström,QuackNiix,SE,180964.31,Heroes of the Storm,Multiplayer Online Battle Arena,Sweden
65e49ccf58cb8e2f98fc699a,1049,Do Joon,Chae,Noblesse,KR,164811.62,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc699b,18572,Jae Hun,Jin,Lockdown,KR,156959.11,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc699c,28356,Seung Won,Kim,Swoy,KR,151828.25,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc699d,15426,Fan,Yang,Fan,US,149291.76,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc699e,30547,Kenn Øster,Rasmussen,Zaelia,DK,147500,Heroes of the Storm,Multiplayer Online Battle Arena,Denmark
65e49ccf58cb8e2f98fc699f,25039,Jin Su,Park,NachoJin,KR,146932.17,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69a0,20908,Thomas,Cailleux,Ménè,FR,145068.51,Heroes of the Storm,Multiplayer Online Battle Arena,France
65e49ccf58cb8e2f98fc69a1,14529,John Paul,Lopez,KingCaffeine,US,138297.16,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69a2,12075,Keiwan,Itakura,k1,US,138237.16,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69a3,14011,James,Baker,Bakery,GB,134818.57,Heroes of the Storm,Multiplayer Online Battle Arena,United Kingdom of Great Britain & Northern Ireland
65e49ccf58cb8e2f98fc69a4,1091,Tae Hoon,Kwon,Sniper,KR,128659.74,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69a5,18569,Yeong Hwan,Jing,Hide,KR,123398.02,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69a6,16733,Lunhan,Kang,XingC,CN,122420.01,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69a7,7405,Lawrence,Harper,Atheroangel,GB,120263.57,Heroes of the Storm,Multiplayer Online Battle Arena,United Kingdom of Great Britain & Northern Ireland
65e49ccf58cb8e2f98fc69a8,14972,Vilhem,Flennmark,POILK,SE,114751.8,Heroes of the Storm,Multiplayer Online Battle Arena,Sweden
65e49ccf58cb8e2f98fc69a9,18797,Hanfei,Chen,Tiger,CN,114207.06,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69aa,6565,Kun,Fang,iDream,CN,112337.16,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69ab,16730,Zhihao,Wu,Tumi,CN,112170.41,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69ac,1233,Dennis,Schneider,HasuObs,DE,110050.76,Heroes of the Storm,Multiplayer Online Battle Arena,Germany
65e49ccf58cb8e2f98fc69ad,23619,Ju Dam,Park,dami,KR,109714.8,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69ae,14122,Lyubomir,Kozlovski,Splendour,BG,106462.18,Heroes of the Storm,Multiplayer Online Battle Arena,Bulgaria
65e49ccf58cb8e2f98fc69af,20208,Xiangzhi,Zheng,melodyC,CN,106288.65,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69b0,15735,Ben,Bunk,Cattlepillar,DE,105541.2,Heroes of the Storm,Multiplayer Online Battle Arena,Germany
65e49ccf58cb8e2f98fc69b1,14440,Adrian,Wójcik,adrd,PL,103282.92,Heroes of the Storm,Multiplayer Online Battle Arena,Poland
65e49ccf58cb8e2f98fc69b2,12389,Nils,Gebhardt,Nurok,DE,102971.54,Heroes of the Storm,Multiplayer Online Battle Arena,Germany
65e49ccf58cb8e2f98fc69b3,14531,Mike,Fisk,Glaurung,US,97856.2,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69b4,16732,Tuo,Li,NccCc,CN,97833.37,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69b5,2805,Chris,Buechter,Zuna,US,94813.8,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69b6,15750,Alexander,Milanov,ethernal,BG,93149.29,Heroes of the Storm,Multiplayer Online Battle Arena,Bulgaria
65e49ccf58cb8e2f98fc69b7,1134,Ki Soo,Han,CrazymoviNG,KR,93131.84,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69b8,26616,Jun,Jang,Jun,KR,92591.2,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69b9,28605,Jong Hoon,Park,Hooligan,KR,92397.81,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69ba,14564,Lizhong,Zhou,Misaka,CN,90136.72,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69bb,15431,Manny,Medina,Fury,US,89529.34,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69bc,23617,Dae Hyung,Lee,Hongcono,KR,89214.8,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69bd,1352,Li Wei,Sun,xiaOt,CN,88040.91,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69be,7208,Guo,Jiayi,Gemini,CN,87834.52,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69bf,14568,Hao,Pu,m,CN,86588.9,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69c0,6023,Jae Hyun,Park,JaeHyun,KR,85836.53,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69c1,22243,Simon,Tabin,Darkmok,DE,85535.96,Heroes of the Storm,Multiplayer Online Battle Arena,Germany
65e49ccf58cb8e2f98fc69c2,38902,Hyun Tae,Kim,SDE,KR,84500,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69c3,17414,Alexander,Grumstrup,AlexTheProG,DK,83962.45,Heroes of the Storm,Multiplayer Online Battle Arena,Denmark
65e49ccf58cb8e2f98fc69c4,25047,Harrison,Chang,psalm,US,80661.2,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69c5,21705,Jin Hwan,Kim,Magi,KR,79790.68,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69c6,14528,Ricardo,Marques,DunkTrain,US,77997.16,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69c7,27953,Benjamin,Eekenulv,BadBenny,SE,76798.88,Heroes of the Storm,Multiplayer Online Battle Arena,Sweden
65e49ccf58cb8e2f98fc69c8,14001,Matic,Mikec,Zarmony,SI,75978.57,Heroes of the Storm,Multiplayer Online Battle Arena,Slovenia
65e49ccf58cb8e2f98fc69c9,17402,Jing,Gu,Aloof,CN,75648.35,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69ca,18574,Jize,Song,sk,CN,75380.4,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69cb,15428,Stafford,Mcintyre,McIntyre,US,73817.6,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69cc,6066,Taylor,Eder,Arthelon,US,73072.6,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69cd,17550,Ivan,Koturić,Sportbilly,HR,72193.01,Heroes of the Storm,Multiplayer Online Battle Arena,Croatia
65e49ccf58cb8e2f98fc69ce,28607,Sung Hyun,Moon,Good,KR,70434.23,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69cf,27955,Dominic,Asal,Nic,DE,69829.77,Heroes of the Storm,Multiplayer Online Battle Arena,Germany
65e49ccf58cb8e2f98fc69d0,19422,Jing,Chen,Xuyu,CN,69791.28,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69d1,21943,Niklas,Skogheim,Cursen,NO,67862.48,Heroes of the Storm,Multiplayer Online Battle Arena,Norway
65e49ccf58cb8e2f98fc69d2,1163,Rori,Bryant-Raible,CauthonLuck,US,67720,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69d3,21718,Sammuel,Hua,bigempct,US,66663.8,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69d4,20604,Yu Yen,Su,GoDDog,TW,65965.06,Heroes of the Storm,Multiplayer Online Battle Arena,Taiwan
65e49ccf58cb8e2f98fc69d5,22244,Markus,Hanke,Blumbi,DE,65525.96,Heroes of the Storm,Multiplayer Online Battle Arena,Germany
65e49ccf58cb8e2f98fc69d6,12396,Christoph,Gowitzke,Cris,DE,65516.28,Heroes of the Storm,Multiplayer Online Battle Arena,Germany
65e49ccf58cb8e2f98fc69d7,21715,Stefen,Anderson,akaface,US,64763.4,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69d8,21719,Michael,Udall,MichaelUdall,US,64763.4,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69d9,29443,Chandler,Gavran,Buds,US,64742.6,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69da,29444,Justin,Gapp,Justing,US,64742.6,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69db,20525,Francisco,Avalos,Goku,CA,64112.6,Heroes of the Storm,Multiplayer Online Battle Arena,Canada
65e49ccf58cb8e2f98fc69dc,25597,Khalif,Hashim,Khroen,US,63634.48,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69dd,1120,Kyung Deok,Kim,duckdeok,KR,63405.8,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69de,21427,Zhihao,Zhang,zZH,CN,60952.31,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69df,20516,Kyle,Belaiche,Prismaticism,CA,60502.6,Heroes of the Storm,Multiplayer Online Battle Arena,Canada
65e49ccf58cb8e2f98fc69e0,14570,Tianze,Chen,canjian,CN,58569.42,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69e1,32505,Tae Seok,Oh,taeseok,KR,57792,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69e2,33385,Liam,Simpson,Arcaner,AU,57228,Heroes of the Storm,Multiplayer Online Battle Arena,Australia
65e49ccf58cb8e2f98fc69e3,21426,Qian,Li,Qx,CN,57198.2,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69e4,26991,Jerome,Tanguay,KilluZiioN,CA,56726.85,Heroes of the Storm,Multiplayer Online Battle Arena,Canada
65e49ccf58cb8e2f98fc69e5,21709,Seong Min,Min,Darvish,KR,55970.05,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69e6,23446,Chun Yu,Wu,Alphaluna,TW,53541,Heroes of the Storm,Multiplayer Online Battle Arena,Taiwan
65e49ccf58cb8e2f98fc69e7,21419,Jiawei,Zhang,Kty,CN,52978.13,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69e8,26996,Thomas,Maguire,Tomster,US,51663.14,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69e9,28390,Merek,Kangas,zugrug,CA,51636.85,Heroes of the Storm,Multiplayer Online Battle Arena,Canada
65e49ccf58cb8e2f98fc69ea,9840,Josh,Choi,bkid,US,51453.4,Heroes of the Storm,Multiplayer Online Battle Arena,United States of America
65e49ccf58cb8e2f98fc69eb,28606,Jae Yeop,Jeong,Frankle,KR,50572.68,Heroes of the Storm,Multiplayer Online Battle Arena,Korea
65e49ccf58cb8e2f98fc69ec,31831,Gu,Junfeng,Wind,CN,50549.34,Heroes of the Storm,Multiplayer Online Battle Arena,China
65e49ccf58cb8e2f98fc69ed,11747,Martin,Rugh,Crozzby,DK,50545.96,Heroes of the Storm,Multiplayer Online Battle Arena,Denmark
65e49ccf58cb8e2f98fc69ee,48322,Jeong Yeong,Bak,Loki,KR,703953.94,PUBG,Battle Royale,Korea
65e49ccf58cb8e2f98fc69ef,43755,Jeong Wan,Go,ESTH3R,KR,610486.16,PUBG,Battle Royale,Korea
