Idjugador,nombre,apellido,nickname,codigociudad,total-ganancias,juego,genero,Ciudad
28107,Vladislav,Sinotov,SilverName,RU,170027.04,Hearthstone,Collectible Card Game,Russian Federation
12110,Xieyu,Wang,Tiddler Celestial,CN,165348.34,Hearthstone,Collectible Card Game,China
29758,Jaromír,Vyskočil,Jarla,CZ,162017.51,Hearthstone,Collectible Card Game,Czech Republic
7525,Sebastian,Bentert,Xixo,DE,156103.11,Hearthstone,Collectible Card Game,Germany
39983,Kaan,Çekli,Fujitora,TR,155778.27,Hearthstone,Collectible Card Game,Turkey
39983,Kaan,Çekli,Fujitora,TR,155778.27,Hearthstone,Collectible Card Game,Turkey
7520,Sebastian,Engwall,Ostkaka,SE,153199.92,Hearthstone,Collectible Card Game,Sweden
28238,Lin,Zheng,OmegaZero,CN,139425.79,Hearthstone,Collectible Card Game,China
10950,Adrian,Koy,Lifecoach,DE,136530.19,Hearthstone,Collectible Card Game,Germany
17274,Hyun Jae,Jang,Dawn,KR,135189.54,Hearthstone,Collectible Card Game,Korea
33382,Cheon Su,Kim,Che0nsu,KR,133715.0,Hearthstone,Collectible Card Game,Korea
61463,Guan,Zhendong,Jing,CN,131560.0,Hearthstone,Collectible Card Game,China
43782,-,-,Leaoh,CN,125458.59,Hearthstone,Collectible Card Game,China
14549,Bohan,Zhang,Lovelychook,CN,122179.36,Hearthstone,Collectible Card Game,China
30003,Kevin,Eberlein,Casie,DE,121712.5,Hearthstone,Collectible Card Game,Germany
35958,Théo,Dumont,Felkeine,FR,121255.92,Hearthstone,Collectible Card Game,France
11589,Eugene,Shumilin,Neirea,UA,121248.17,Hearthstone,Collectible Card Game,Ukraine
22550,Alexey,Barsukov,ShtanUdachi,RU,117466.67,Hearthstone,Collectible Card Game,Russian Federation
22550,Alexey,Barsukov,ShtanUdachi,RU,117466.67,Hearthstone,Collectible Card Game,Russian Federation
12141,Bo,Li,LiBo,CN,100759.37,Hearthstone,Collectible Card Game,China
17271,Il Mook,Kang,handsomeguy,KR,97479.0,Hearthstone,Collectible Card Game,Korea
14270,Shengyuan,Luo,Roger,TW,96719.1,Hearthstone,Collectible Card Game,Taiwan
30561,Chris,Tsakopoulos,Fenomeno,GR,94073.0,Hearthstone,Collectible Card Game,Greece
43794,Juwei,Wu,XiaoT,CN,89346.12,Hearthstone,Collectible Card Game,China
37063,Tsu Lin,Tsao,SamuelTsao,TW,89250.0,Hearthstone,Collectible Card Game,Taiwan
23558,Kacper,Kwieciński,A83650,PL,87636.14,Hearthstone,Collectible Card Game,Poland
50884,Zong Chang,Wu,BloodTrail,TW,86250.0,Hearthstone,Collectible Card Game,Taiwan
45830,Wataru,Ishibashi,posesi,JP,84196.0,Hearthstone,Collectible Card Game,Japan
47728,Zakarya,Hail,xBlyzes,FR,83373.91,Hearthstone,Collectible Card Game,France
30167,Francisco,Leimontas,PNC,AR,82409.24,Hearthstone,Collectible Card Game,Argentina
33663,Tsz Kin,Lo,kin0531,HK,81932.0,Hearthstone,Collectible Card Game,Hong Kong
25983,George,Webb,BoarControl,GB,80924.07,Hearthstone,Collectible Card Game,United Kingdom of Great Britain & Northern Ireland
15615,Ole,Batyrbekov,Naiman,KZ,79671.53,Hearthstone,Collectible Card Game,Kazakhstan
15615,Ole,Batyrbekov,Naiman,KZ,79671.53,Hearthstone,Collectible Card Game,Kazakhstan
39850,Tyler,Hoang Nguyen,Tylerootd,NL,78375.0,Hearthstone,Collectible Card Game,Netherlands
25030,Jan,Janßen,SuperJJ,DE,77943.68,Hearthstone,Collectible Card Game,Germany
50877,Yashima,Nozomi,Alutemu,JP,76675.0,Hearthstone,Collectible Card Game,Japan
33858,Thomas,Zimmer,Sintolol,DE,76346.78,Hearthstone,Collectible Card Game,Germany
33381,Songyang,Zhao,Hamster,CN,74382.47,Hearthstone,Collectible Card Game,China
15703,Facu,Pruzzo,Nalguidan,AR,70750.0,Hearthstone,Collectible Card Game,Argentina
17263,Chen,Yuxiang,Breath,CN,69487.73,Hearthstone,Collectible Card Game,China
61464,-,-,Yueying,CN,68162.5,Hearthstone,Collectible Card Game,China
71040,Jack,Bancroft,DeadDraw,GB,67950.0,Hearthstone,Collectible Card Game,United Kingdom of Great Britain & Northern Ireland
15803,Stanislav,Cifka,StanCifka,CZ,67096.88,Hearthstone,Collectible Card Game,Czech Republic
12108,Baek,Hak Jun,Kranich,KR,66835.51,Hearthstone,Collectible Card Game,Korea
12107,Hyun Soo,Cho,Flurry,KR,66730.8,Hearthstone,Collectible Card Game,Korea
49179,Martin,Prête,Zhym,FR,65702.33,Hearthstone,Collectible Card Game,France
21541,Louis,Bremers,Mitsuhide,NL,64140.31,Hearthstone,Collectible Card Game,Netherlands
8376,Jason,Chan,Amaz,HK,62704.15,Hearthstone,Collectible Card Game,Hong Kong
7398,Jan,Palys,Ek0p,DE,60165.48,Hearthstone,Collectible Card Game,Germany
12083,Xiao,Feng,Icefox,CN,59309.9,Hearthstone,Collectible Card Game,China
28465,Sang Hyeon,Baek,DDaHyoNi,KR,58436.0,Hearthstone,Collectible Card Game,Korea
32353,Chun Pong,Ng,Yulsic,HK,54812.0,Hearthstone,Collectible Card Game,Hong Kong
13968,Li,Heyang,Sword,CN,54320.72,Hearthstone,Collectible Card Game,China
21254,Simon,Raunholst,Crane,DK,53526.12,Hearthstone,Collectible Card Game,Denmark
38798,-,-,Trunks,CN,51231.7,Hearthstone,Collectible Card Game,China
8321,Petar,Stevanovic,Gaara,DE,51059.59,Hearthstone,Collectible Card Game,Germany
7400,Janne,Mikkonen,Savjz,FI,50734.44,Hearthstone,Collectible Card Game,Finland
49164,Simone,Liguori,Leta,IT,49300.0,Hearthstone,Collectible Card Game,Italy
1100,Jeffrey,Brusi,SjoW,SE,47973.61,Hearthstone,Collectible Card Game,Sweden
